id;language;source;text
6789;ca;eines que el programa d observacio de la terra teledeteccio i observacio in situ pot aportar per al seguiment i l assoliment dels objectius de desenvolupament sostenible ods jornadaprismatic ;tools that the earth observation program remote sensing and observation can provide for the monitoring and achievement of sustainable development goals ods jornadaprismatic
6790;ca;al iv summit barcelonaoberta que es celebra a elmolinoccs i on el sector dels eixos comercials turistics ens exposa els seus reptes i propostes summitbo i bcn barcelona aspira a anar mes lluny i entre tots hem de fer ho possible ;to the iv barcelonaoberta summit that takes place in elmolinoccs and where the sector of commercial tourist axes sets out its challenges and proposals summitbo and bcn barcelona aspires to go farther and we must do everything possible
6791;en;benrog dear ben would you be so kind to follow me i m a journalist and political candidate from barcelona and i d like to send you a dm ;benrog dear ben would you be so kind to follow me i m a journalist and political candidate from barcelona and i d like to send you a dm 
6792;es;esta manana hemos estado en vilafrancadelpenedes para defender la libertad de los ciudadanos constitucionalistas de quienes pretenden silenciarlos enmarchaporlalibertad ;this morning we have been in vilafrancadelpenedes to defend the freedom of the constitutionalist citizens of those who intend to silence them framed by freedom
6793;es;el ayto de bcn ha acumulado millonesEUR de beneficios en anos solo con los cementerios cobrando tasas funerarias al maximo por que no las baja colau hoy mismo por que solo utiliza los funerales para buscar titulares que tapen sus fracasos noalademagogia stopcolau;the bcn ayto has accumulated millions of profits in years alone with cemeteries charging funeral rates to the maximum because it does not lower them today because he only uses funerals to find headlines that cover his failures noalademagogia stopcolau
6794;ca;la jutge de manresa si que fara visionar videos als guardies civils durant el seu testimoni per l o naciomanresa ;the judge of Manresa will see videos to the civil guardians during his testimony for the birth
6795;ca;els nens i les nenes pateixen molt la contaminacio es de justicia protegir los per lluitar contra la contaminacio tambe des de les escoles posem en marxa el programa escola respira ahir el vam compartir amb algunes escoles com la vedrunagracia ;boys and girls suffer a lot of pollution is justice protect them to fight against pollution also from schools we implement the school program breathes yesterday we shared with some schools such as vedrunagracia
6796;ca;gracies adacolau gpisarello jaumeasens miquelessomba mjlecha irma rognoni jaumeciurana carmenandres per la vostra solidaritat en aquests moments ;thanks adacolau gpisarello jaumeasens miquelessomba mjlecha irma rognoni jaumeciurana carmenandres for your solidarity at this time
6797;ca;com es pot agrair aixo que feu cada dia nevi plovi o faci sol cantsdellibert durant aquest temps hem vist el millor de molta gent gracies per ser com sou gracies per tot i per tant ;how can you thank this, that you do every day nevi plovi or cantsdellibert only during this time we have seen the best of many people thanks for being as you are thankful for everything and therefore
6798;ca;en el dia dels falsos llacos grocs dels actes electorals a les presons i d erc fitxant a comuns l acte politic municipisvalents per canviar ho tot de cupnacional es esperanca i compromis ;On the day of the false yellow lakes of the electoral acts in the prisons, and by joining the common political acts, the municipalities that are changing to change the whole of the coalition are expected and committed
6799;es;nuestra mas rotunda condena al atentado terrorista en nueva zelanda mi condolencias a los familiares y amigos de las victimas y nuestro deseo de pronta recuperacion para los heridos tenemos que seguir trabajando para vencer esta barbarie ;our most resounding condemnation of the terrorist attack in new zealand my condolences to the relatives and friends of the victims and our desire for a quick recovery for the wounded we have to continue working to overcome this barbarism
6800;ca; e dia vagadefam l acusat d un delicte te el dret que hom presumeixi la seva innocencia fins que no se n provi la culpabilitat art de la decl univ de drets humans exigim que s apliqui llibertat es sentir vos a l altra banda i saber que no estem sols ;During the day you have been convicted of a crime you have the right to be presumed innocent until the culpability of the univ human rights decline is not proven. We demand that freedom be applied to feel to the other side and to know that we are not alone
6801;ca;a la inauguracio de l exposicio som natura al museuciencies amb una gran mostra de projectes de ciencia ciutadana ;At the opening of the exhibition, we are in the museum with a large sample of citizen science projects
6802;en; it is naive to believe that this epochal power shift will leave western democracies untouched ; it is naive to believe that this epochal power shift will leave western democracies untouched 
6803;ca;l incendi del solsones anys despres el paisatge actual es fruit de la nostra presa de decisions en el moment de l extincio la roureda substitueix la pinassa la partida ara es juga al prepirineu intentar entendre les pertorbacions forestals i incorporar les a favor nostre ;the fire of the solos years later the current landscape is the result of our decision-making at the time of extinction the oak substitute the pinassa the game is now played in the pre-Pyrenees trying to understand the forest disturbances and incorporate them in our favor
6804;ca;acompanyem a la comunitat islamica de noubarris i celebrem amb les veines i veins les portes obertes del nou oratori la diversitat es una riquesa per a totes nosaltres teixim complicitats i convivencia ;We accompany the Islamic community of noubarris and we celebrate with the veins and veins the open doors of the new oratory diversity is a wealth for all of us weaving complicities and coexistence
6805;ca;be pepmodol amb el contrast amb els eua i la independencia d anglaterra el es clar no per fer ne aplicacio mimetica sino per veure com les raons respectives son equiparables drets competencies recursos lleis jutges declaracio via segrecom;be pepmodol with the contrast with the eua and the independence of England it is clear not to do mimetica application but to see how the respective reasons are comparable rights competencies resource laws judges declare via segrecom
6806;ca;tv la sentencia contra la manada ha portat a questionar l educacio sexual que reben els joves quedo astorat el que caldria es reconsiderar l educacio sexual que reben els jutges ;tv the sentence against the pack has led to questioning the sexual education that young people have been astonished what it would be necessary to reconsider the sexual education they receive judges
6807;es;disfrutando de la fiesta ciudadana organizada por los companeros de cssantadria para todos los vecinos fideua musica y esta tarde chocolatada ciutadanscs actualidadcs ;enjoying the civic party organized by the cssantadria companeros for all neighbors fideua music and this afternoon chocolatada ciutadanscs actualidadcs
6808;ca;ja som a la preso de soto del real gracies a tots i totes pel suport que ens heu donat durant el trasllat tots els companys que erem a lledoners estarem junts al mateix modul fa fred avui aqui esta nevant les adreces la nostra i la de la carme i la dolors a sota ;we are already the prisoner of Soto del Real thanks to everyone for the support given to us during the transfer, all the companions who are in Lledoners, we will be together in the same module, is cold here today, it is snowing our directions and that of the Carmen and the pains below
6809;es;por lo leido en el articulo de elperiodico el president del parlamentcat no sabe que la soberania popular reside en las cortes generales congresoes y senadoesp y no el parlament o si lo sabe y miente deliberadamente ;According to what is read in the article of the newspaper, the president of parlamentcat does not know that popular sovereignty resides in the general courts of Congress and Senate and not parliament or if he knows and deliberately lies
6810;ca;lluc i joana feliciteu al vostre avi que avui fa anys pare gaudeix de la vida del camp i de la pintura ;Lluc and Joanana, congratulate your grandfather who has been living in the countryside and painting years ago for years
6811;ca;diumenge tothom a cotxeres comencem una de les batalles politiques mes importants dels darrers anys contra l extrema dreta i per construir una societat de ciutadans i ciutadanes lliures i iguals es un honor caminar en aquesta lluita al costat de jaumeasens i adacolau ;Every Sunday in garages we start one of the most important political battles of the last years against the extreme right and to build a society of free and equal citizens is an honor to walk in this struggle with Jaumeasens and Adacolau
6812;ca;la politica nomes es pot entendre com a servei public i treball en equip enlla de les persones cal saber quin es el teu lloc en cada moment jo tinc clar quin es el meu ara i aqui i l immens valor te el projecte col lectiu que represento per barcelona i per catalunya fil ;the policy can only be understood as a public service and teamwork in front of people, you need to know what your place is at all times, I am clear about what is my and here and now, and immense value, the collective project that I represent for barcelona and by catalonia thread
6813;es; para frenar el disparate y la injusticia que se esta cometiendo con las acusaciones de rebelion haria falta una sociedad civil que se tomara en serio que en una democracia resulta inadmisible juzgar a unos politicos por hechos que no han cometido ;to stop the nonsense and the injustice that is being committed with the accusations of rebellion, it would take a civil society to take seriously that in a democracy it is inadmissible to judge some politicians for facts they have not committed
6814;es;cataluna es la tierra mas andaluza despues de la propia andalucia manana de domingo en los actos dia de andalucia y despues potaje con josebouvila en noubarris ;cataluna is the most Andalusian land after the Andalusian morning itself on Sunday in the day acts of Andalusia and then stew with Josebouvila in Noubarris
6815;es;muy identidicada con estas bonitas y melancolicas palabras de suanzes bruselas tan deliciosamente contradictoria ;very identidicada with these beautiful and melancholy words of Brussels suanzes so deliciously contradictory
6816;ca;dema d agost fara anys que martin luther king pronunciava a washington el discurs i have a dream durant la marxa pels drets civils alla luther king apel lava a la fe i l esperanca per assolir la llibertat ;"from August to Fort Worth, Martin Luther King pronounced in Washington the speech and have a dream during the march for civil rights there was the king&#39;s luther, lava in faith and hope to achieve freedom"
6817;ca;aquesta tarda he participat com a voluntaria al granrecapte en un supermercat plusfresc de lleida i amb arrelsstignasi encara teniu tot dema per col laborar hi ;this afternoon I have participated as a volunteer at the gourmet in a superfresh supermarket in Lleida and with rootsstignasi you still have everything to work with
6818;es;las politicas eco pijas colau prohiben el coche a millon d barceloneses y se gastan millonesEUR en el carrilvao vacio del valles stopcolau ;the policies eco pijas colau prohibit the car to millions of people from Barcelona and spend millions of euros in the empty lane of valleys stopcolau
6819;ca;bcn torna a posar se a l avantguarda de la innovacio amb l impuls de la moneda ciutadana el primer balanc ho deixa clar una eina cooperativa de futur per protegir i impulsar el comerc de proximitat als nostres barris ;"bcn returns to the forefront of innovation with the impulse of the citizen&#39;s currency the first balance sheet makes it clear a cooperative tool of the future to protect and promote the commerce of proximity to our neighborhoods"
6820;es;un tipo marginal del para ingresos a partir de millones de el debate lanzado por aoc que inquieta en davos y apoyada por una mayoria de norteamericanos segun algunas encuestas esto ya fue introducidos en por la revenue act de roosevelt ;This is a marginal rate for income from millions of the debate launched by AOC that worries in Davos and supported by a majority of Americans according to some surveys this was already introduced in the Roosevelt Revenue Act
6821;ca; en la nostra beneida ciutat sempre hi ha motius per estar apassionat fem bogeries si aixi ens ho imposa el nostre temperament pero que no siguin mesquines que almenys estiguin orientades per un sentiment de grandesa joan maragall sentit de grandesa bcnsenselimits ;In our blessed city there are always reasons to be passionate we make madness if our temperament is imposed on us but that they are not flimsy that at least they are oriented by a sense of greatness, go maragall, sense of greatness, bcnsenselimits
6822;ca;avui he passat pel maticatradio he explicat que aquest judici als presos i preses politiques no va de dret sino de venjanca ;Today I have gone through the maticatradio I explained that this judgment to the prisoners and political prisoners does not go right but of venjanca
6823;es;mi mas rotunda condena a la violencia verbal y los repugnantes insultos que el bromista de cabecera de tv pagado por todos los catalanes dirige a inesarrimadas por ser mujer y defender sus ideas no se puede intentar denigrar a una sin hacerlo con todas nonoscallaran ;my most resounding condemnation to the verbal violence and the disgusting insults that the prankster of TV paid for by all the Catalans leads to unscrupulous for being a woman and defending their ideas can not be attempted to denigrate one without doing it with all nonoscallaran
6824;ca;dema sere a la jornada de debat de primaries a la upf que estara dividit en dues parts una primera amb exposicions sectorials i una segona on els candidats debatran sobre temes triats a l atzar i aniran passant de ronda gracies al vot del public assistent primariesbcn ;It will be in the day of debate of primary to the upf that will be divided in two parts one first with sectorial exhibitions and one second where the candidates will debate on subjects randomly selected and will go of round thanks to the vote of the public assistant primariesbcn
6825;es; he renovado mi web he abierto el nuevo espacio con la voluntad de explicar mejor mi labor en el europarles recopilar mis publicaciones y materiales y tener un espacio de verdadera comunicacion con la ciudadania lo mantendre bien actualizado ;I have renewed my web I have opened the new space with the intention of explaining better my work in the europarles compiling my publications and materials and having a space of true communication with the citizenship I will keep it well updated
6826;ca;l metro minuts entre sagrera i verdaguer retards baixes frequencies en hora punta i increment de tarifes la combinacio perfecte per fomentar el vehicle privat a bcn stoppujades transportpublic ;1 meter minutes between sagrera and verdaguer low delays frequencies at rush hour and rate increase the perfect combination to promote the private vehicle bcn stoppujades transportpublic
6827;ca;escoltant conversa entre judith colell i isabel clara simo sobre mujeres de cine a la bne dialeg intel ligent s dones cinema i literatura ;listening to talk between Judith Colell and Isabella Clara Simo about women in cinema at the smart Dialogue s women cinema and literature
6828;es;el ano que viene se cumplen anos de la batalla de salamina y para mi europa deberia celebrarlo como un cumpleanos en salamina empezaron la libertad y la democracia mi columna de lasprovincias ;Next year will be the anniversary of the battle of Salamis and for my Europe I should celebrate it as a birthday in Salamis freedom and democracy began my column of the provinces
6829;es;seguimos presentando candidatos en la provincia de barcelona para las proximas elecciones municipales mayo con alejandrotgn hoy he tenido la suerte de acompanar a ochoappc proximo alcalde de elpratdellobregat orgullo de candidatos ppbarcelona prat ;we continue to present candidates in the province of barcelona for the next municipal elections mayo with alejandrotgn today I have had the luck to accompany eightappc next mayor of elpratdellobregat pride of candidates ppbarcelona prat
6830;es;bravo hermano liberal lunes en el teatro coliseum en bcn looking for europe con bhl y boadellaalbert ;bravo liberal brother monday at the coliseum theater in bcn looking for europe with bhl and boadellaalbert
6831;ca; anys de cami de fundaciosurt amb la finarubio al capdavant anys d il lusio i empenta fent un cami ric d aprenentatges pero tbe amb algunes pedres per saltar el fil lila en la defensa dels drets de les dones i en l empoderament individual i col lectiu sororitat ;years of foundation path with the finarubio at the head of years of illusion and pushing a path of learning but with some stones to jump the fille in the defense of the rights of women and in the empowerment individual and collective sorority
6832;ca;madrid ja es referencia mundial en pacificacio de la ciutat barcelona nomes es referencia en propaganda de l alcaldessa ;"Madrid is already a world reference in peace of the city of Barcelona, it is only referred to as the mayor&#39;s propaganda"
6833;ca; mesos d un exercici democratic sense precedents mesos d una jornada on es va veure el millor i el pitjor de la societat cal reconstruir majories democratiques amplies que expressin la maxima transversalitat i diversitat al servei de la dignitat i el benestar de la gent ;months of a democratic exercise without precedent months of a day where the best and worst of society was seen, it is necessary to reconstruct broad democratic democracies that express the maximum transversality and diversity at the service of the dignity and welfare of the people
6834;es;en el ppopular defendemos la igualdad real los dias del ano hemos avanzado mucho pero queda camino por recorrer y debemos hacerlo contando con todo el talento femenino y masculino sin dejar a nadie atras nohablamoshacemos ;in the ppopular we defend the real equality the days of the year we have advanced a lot but there is still way to go and we must do it counting on all the feminine and masculine talent without leaving anybody behind we do not speak
6835;es;q dejen a los jueces hacer su trabajo en cataluna unos politicos vulneraron la ley y eso tiene unas consecuencias juridicas los jueces han de valorar esos actos sin presiones politicas elconfidencial el desacato permanente de los politicos a la justicia ;q let the judges do their job in cataluna some politicians broke the law and that has legal consequences the judges have to value those acts without political pressure elconfidencial the permanent disrespect of politicians to justice
6836;ca;a la rua del carnaval de montbau amb la familia la gran va de bruixa brunilda pero s ha espantat amb la batucada els submarinistes son cosins ;on the rucksack of Montbau carnival with the family the great witch of brunilda but is frightened by the batucada diving are cousins
6837;ca;per un cap raval nord digne per uns serveis publics per a la classe treballadora mesravalmessalut ;for a decent northern end for public services for the working class mesravalmessalut
6838;es;esta tarde y siguiendo la tradicion de hace anos he acudido a la recepcion de los reyes magos de mi barrio de les corts que esta noche magica de los ninos sea tambien la vuestra ;this afternoon and following the tradition of years ago I went to the reception of the wise men of my neighborhood of les corts that this magical night of the children is also yours
6839;ca;una lectura mes que recomanable sobre els poders absolutistes i la cultura el ruido del tiempo de julian barnes ;a read more than advisable on the absolutist powers and the culture the noise of the time of Julian Barnes
6840;es;el cambio en andalucia con garantia de exito pasa si o si por un gobierno del pp hay que saber gestionar y tener experiencia potente y solvente de gobierno para hacer las cosas bien en andalucia objetivopp ;the change in Andalusia with guarantee of success happens if or if for a government of pp you have to know how to manage and have powerful and solvent government experience to do things well in Andalusia
6841;ca;l d octubre es ja una data historica d ara fa un any dues en son les imatges que han quedat la primera la d un pais i la seva gent defensant urnes pacificament i l altra la d una brutal repressio quedem nos amb la primera pero no oblidem la segona o;October is already a historical date a year ago two were the images that have been the first one in a country and its people defending urns peacefully and the other one of a brutal repression we remain with the first but do not forget the second o
6842;ca;ho explica en un fil si tinguessiu minuts amb ella entendrieu molt rapid perque cal votar la pero si no en teniu ocasio mireu l enllac del seu acte sobre recerca i lideratge cientific ;he explains it in a thread if you had minutes with it you understand very quickly because you have to vote but if you do not have occasion, look at the link of his act on scientific research and leadership
6843;en; we appeal for the halting of proceedings the dropping of all charges against the and for their immediate release thetimes ; we appeal for the halting of proceedings the dropping of all charges against the and for their immediate release thetimes 
6844;ca;dijous a les set de la tarda l alfredbosch explicara la barcelona que volem t esperem ;Thursday at 7 pm l Alfredbosch will explain the Barcelona we want not to wait for
6845;es;el suplicatorio contra f homs es una verguenza para espana se niega la democracia por dignidad politica se debe votar en contra a mas ;the plea against f homs is a shame for spain is denied democracy for political dignity should be voted against more
6846;ca;avui hem omplert els carrers d igualtat i de justicia aquesta es la societat que volem i que construirem visca la lluita feminista m vagafeminista m ;Today we have filled the streets of equality and justice, this is the society we want and that we will build the feminist struggle of the Vafemist movement.
6847;es;con los responsables de la federacion de asociaciones gitanas de cataluna fagic que reclaman mas participacion de los gitanos en politicas publicas que atanen al colectivo menos simbolismos y mas efectividad del bcnajuntament mas dialogo con las instituciones ;with the people in charge of the federation of gypsy associations of cataluna fagic that demand more participation of the gypsies in public policies that bind the collective less symbolism and more effectiveness of the bcnajuntament but dialogue with the institutions
6848;ca;marta pascal explica a tv que no ens haviem imaginat ens clavarien cops de porra i aixo ho va canviar tot vet aqui l estrategia del perdedor de la victima per anticipat de la rendicio preventiva a canvi de continuar cobrant aixo si ;"marta pascal explains to tv that we had not imagined we&#39;d beat clutches and that changed everything here in veto the strategy of the loser of the victim in advance of the preventive rendition in exchange for continuing to charge that if"
6849;es;hoy ada colau ha sido la testigo del independentismo en el juicio en el tribunal supremo al proces aun no sabe que el independentismo votara al original no a la mala copia secesionista que es ella ;today ada colau has been the witness of the independence in the trial in the supreme court to the process still does not know that the independence vote the original not the bad secessionist copy that is her
6850;ca;aqui els dos suposats escoltes del mhp quimtorraipla el vicepresident del parlament josepcosta i jo mateix ;here the two supposed hearings of the MPC, the vice president of the josepcosta parliament and myself
6851;ca;avui reunio de conservaciocat al mgciencies per revisar els objectius i plantejar nous reptes de futur per contribuir a millorar les politiques de conservacio de la natura a catalunya ;Today it has held conservation meetings to review the objectives and set new challenges for the future to help improve the conservation policies of nature in Catalonia
6852;es;llarena te un problema el govern espera d ell que prevariqui la sexta tv noticias fuentes del gobierno afirman a lasexta que el juez no dara permiso a jordi sanchez para ser investido como president ;llarena you a problem the govern wait d ell that prevariqui the sixth tv news sources of the government affirm to lasexta that the judge will not give permission to jordi sanchez to be invested as president
6853;es;la unidad de espana no esta en venta sanchez solo tiene un camino convocar elecciones ya unidosporespana ;the unit of spain is not for sale sanchez only has a way to summon elections already unidosporespana
6854;ca;despres de anys deixar la feina em resulta logic pero es doloros dir adeu a la magnifica gent amb qui he treballat ;"After years of stopping work I find it logical but it is painful to say to the great people I&#39;ve worked with"
6855;ca;la justicia ens torna a donar la rao confirma que quan vam denegar el permis per fer un macro hotel de luxe a drassanes era perque anava contra l interes general que ho vam fer complint la llei una victoria dels veins i veines i de tota la ciutat ;the justice again gives us the reason confirms that when we refused the permission to make a macro luxury hotel in shipyards it was because it was against the general interest that we did by enforcing the law a victory of the neighbors and the whole city
6856;es;desde hace unos dias se comenta en prensa que josebouvila seria el candidato del pp por bcn y por fin esta confirmado boubcn para los barceloneses que amamos nuestra ciudad amamos la libertad y queremos un futuro es la mejor noticia stopcolau yopp yobou ;For a few days it has been commented in the press that josebouvila would be the candidate of pp for bcn and finally boubcn is confirmed for the people of Barcelona who love our city we love freedom and we want a future is the best news stopcolau yopp yobou
6857;es; enhorabuena por esta interesante jornada sobre innovacion en el ambito del turismo hace falta valentia e ideas para continuar avanzando ;Congratulations for this interesting conference on innovation in the field of tourism, it takes courage and ideas to continue advancing
6858;ca;paramilitarisme violencia impunitat i col laboracionisme policial dels mossos aixi actuen els mercenaris de desokupa a sou del capital stopdesnonaments sindicatdebarri ;"paramilitarism violence impunity and police co-laboration of the members of the police, acting as mercenaries of unemployment in the capital&#39;s salary"
6859;ca;tal com dius una noticia falsa les enquestes internes de jxcat ens donaven bones perspectives i el ceo el varem tenir quan es va publicar ;As you say a false news, the internal surveys of jxcat gave us good perspectives and the sky we had when it was published
6860;es;hoy con los companeros del grupoparlamentcs en el coloquio de nuevaeconomiaforum a cargo del sr joaquin gay de montella presidente de fomentdetreball sobre coyuntura economica en cataluna forumeuropa tribunacatalunya cs ;today with the companeros of the groupparlamentcs in the colloquium of neweconomiaforum by Mr. joaquin gay de montella president of fomentdetreball on economic situation in cataluna forumeuropa tribunacatalunya cs
6861;es;esta bien acatar las resoluciones de la junta electoral pero seria mucho mejor tener un alcalde que como manuelvalls entiende y defiende que el ayuntamiento representa a todos los barceloneses y no solo a unos cuantos ;it is well to abide by the resolutions of the electoral board but it would be much better to have a mayor who, as manuelvalls, understands and defends that the city council represents all Barcelonians and not just a few
6862;es;joan lopez alegre si rajoy hubiera aplicado el antes nadie estaria en prision ;joan lopez alegre if rajoy had applied before nobody would be in prison
6863;ca; avui he tingut la visita familiar del mes de desembre sense vidre son aquests moments com tambe les cartes i totes les mostres de suport que m arriben els que em donen forca i esperanca ;Today I have had a family visit in December without glass these moments, as well as the letters and all the samples of support that come to me that give me the strength and hope
6864;ca;la participacio de manuel valls avui a la manifestacio de madrid contra el dialeg de pp c s i vox demostra que nomes ha vingut de franca per atiar la confrontacio i que ja es el primer aliat per fer entrar l extrema dreta a l ajuntament de barcelona ;the participation of manuel valleys today in the demonstration of Madrid against the speech of pp csi vox shows that it has only come from frank to meet the confrontation and that it is the first ally to enter the extreme right in the city of barcelona
6865;es; junqueras nada de lo que hemos hecho es delito votar no es delito autodeterminacionoesdelicte ;junqueras nothing of what we have done is crime to vote is not a crime selfdeterminacionoesdelicte
6866;ca;avui a partir de les h responc a les vostres preguntes en directe per youtube bcaptdp ;Today I answer your questions directly from youtube bcaptdp
6867;es;no es un tema de pp o psoe la cuestion es que el futuro de espana lo deciden aquellos que tienen por objetivo destruirla y con ella a los que estamos dentro quemalrollo;It is not a matter of pp or psoe the question is that the future of Spain is decided by those who aim to destroy it and with it to those of us who are inside
6868;es;can batllo un ejemplo de lo que pueden ser los comunes urbanos comunes commons ;can batllo an example of what common urban commons can be
6869;es; la via laietana perdera trafico para ensanchar aceras y tener carril bici via clarablanchar;laietana viadera traffic to widen pavements and have bike lane via clarablanchar
6870;es;gonzalez pons necesitamos un ejercito europeo para garantizar que no habra nunca mas una guerra en europa ;gonzalez pons we need a European army to guarantee that there will never be a war in Europe
6871;ca;jocdelectura puja la coberta d un gran llibre i no donis explicacions digues qui t ha embolicat jvidaldc enreda cinc persones jciurana jmartigalbis francinavila joanrportell sucaseras ;gameplay raises the cover of a great book and do not give explanations tell who has wrapped jvidaldc enreda five people jciurana jmartigalbis francinavila joanrportell sucaseras
6872;es;ayer conversamos con el grupo de apoyo a valtonyc aquellos que defendemos la libertad tenemos la obligacion de crear redes de solidaridad para ser mas fuertes y efectivos por cada una que repriman seremos diez mas luchando lo comentamos en uhmallorca ;yesterday we talked with the support group to valtonyc those who defend freedom have the obligation to create networks of solidarity to be stronger and effective for each one that repress we will be ten more fighting what we discussed in uhmallorca
6873;ca;segueix la concentracio en solidaritat amb els antifeixistes detinguts a l espera de que els deixin anar porten privats de llibertat de d ahir ;continues the concentration in solidarity with detained anti-fascists waiting for them to be released deprived of their freedom from yesterday
6874;es;en argentona franfragosopp y ppargentona han hecho un super trabajo en estos cuatro anos que se va a ver recompensado con un grandisimo apoyo en las municipales ha sido un placer y un honor estar en tu presentacion como futuro alcalde de argentona con dolorsmm ;in argentona franfragosopp and ppargentona have done a super job in these four years that will be rewarded with a huge support in the municipal has been a pleasure and an honor to be in your presentation as future mayor of argentona with dolorsmm
6875;es;esta manana en el pleno he exigido a la comision y al consejo que desbloqueen la directiva para impulsar la presencia de mujeres en los consejos de administracion de las grandes empresas es imprescindible si queremos avanzar en la igualdad de genero ;this morning in the plenary I have demanded the commission and the council to unblock the directive to boost the presence of women in the boards of administration of large companies is essential if we want to advance gender equality
6876;es;esta manana en plaza cataluna junto a manuelvalls dando apoyo a la federacion dincat hemos mostrado nuestro compromiso para visibilizar y generar oportunidades equitativas a todas las personas con discapacidad intelectual exigimoportunitats discapacitat vallsbcn ;this morning in catalunya square next to manuelvalls giving support to the dincat federation we have shown our commitment to make visible and generate equal opportunities to all people with intellectual disabilities exigimoportunitats discapacitat vallsbcn
6877;es;adacolau coloca una placa que senala la policia de via layetana como centro de represion franquista pretender asociar la brutalidad de la dictadura a los actuales cuerpos de seguridad democraticos no tiene nada que ver con la memoria historica es populismo y ofensa ;adacolau places a plaque that the police of via layetana indicates as the center of Francoist repression, pretending to associate the brutality of the dictatorship with the current democratic security forces has nothing to do with historical memory is populism and offense
6878;es;expertos aseguran que una empresa que se encargara del escrutinio de las elecciones no es fiable atencion a la noticia nos jugamos mucho el gobierno deberia dar explicaciones por la seleccion de esa empresa diputacion permanente del congresoes ;Experts say that a company that is in charge of the scrutiny of the elections is not reliable attention to the news we play a lot the government should give explanations for the selection of that company permanent deputies of the congresses
6879;es;colau y los independentistas piden en el pleno de barcelona un juicio justo a los politicos presos del proces pero emiten ya su veredicto a nadie se le juzga por sus ideas sino por sus actos ;colau and the independentistas ask in the plenary session of barcelona a fair trial to the political prisoners of the process but they already emit their verdict no one is judged by their ideas but by their acts
6880;ca;no claudicarem ens volen sotmeses pero seguim fermes compromeses i dempeus defensant la llibertat posar urnes no es delicte us volem a casa us estimem fins a la victoria anydinjusticia llibertatpresespolitiques llibertatpresospolitics ;We will not deny us they want us subjected but we remain firmly committed and standing up advocating freedom to put urns is not a crime we want you home we love you until victory anydinjusticia freedomprespolíticos freedomprespresospolíticos
6881;ca;avui hem presentat les iniciatives per al plebcn de divendres garantir plantilla actual visualitzadors huts il legals espai rellevant d octubre a bcn i mesures reforc comerc entorn glories i augment delcites a bcn ;Today we have presented the initiatives for the Friday plebiscite to guarantee the current staff illicit visual viewers, an excellent space from October to bcn and measures to strengthen the environment around glories and increase bcn delta
6882;es;la supermanzana de colau convierte zonas del poblenou en calles fantasma stopsuperilla stopcolau ;the superblock of colau turns areas of poblenou into streets ghost stopsuperilla stopcolau
6883;ca;rubi ja te candidats i candidates a primaries ahir en vaig poder coneixer alguns i mes que se n presentaran durant les properes setmanes endavant primariesrubi ;Rubi already has candidates and candidates in primary yesterday I could know some and more that will be presented during the next weeks primariesrubi
6884;es;es indignante hasta cuando vamos a tener q soportar la barbarie en cataluna es lo normal aqui q nos llamen facha o puta impunemente solo por no opinar lo mismo q el poder nacionalista separatista basta ya inesenwaterloo ;It is outrageous even when we are going to have to endure the barbarity in Catalonia is the normal thing here call us facha or whore with impunity just for not saying the same thing as the separatist nationalist power is enough inesenwaterloo
6885;ca; malonsoiz el gruix del sistema judicial esta al servei d un poder politic autoritari i esta disposat a saltar se la seva legislacio tant cops com faci falta per mantenir viu el regim del ;Alonso, the bulk of the judicial system is at the service of an authoritative political power and is prepared to skip its legislation as often as necessary to keep the regime alive.
6886;ca;al llarg de la seva intensa vida el cineasta pereportabella ha cregut en la cultura i la politica com eines clau per millorar el mon en agraiment al seu compromis artistic i civic li hem lliurat la medalla d or al merit cultural felicitats i gracies x servir nos d inspiracio ;Throughout his intense life the filmmaker Pereportabella has believed in culture and politics as key tools to improve the world in gratitude to his artistic and civic commitment we have delivered the gold medal to the cultural merit congratulations and thank us serve us inspiration
6887;ca;gracies als valents i valentes candidats d alcaldiarepubl de sant just desvern per atrevir se a construir una alternativa disposada a tot per defensar els vots de la gent teniu molta feina per davant molta sort amb les primariescat ;Thanks to the brave and brave candidates of alcaldiaarepubl de sant just desvern for daring to build an alternative to everything to defend the votes of the people you have a lot of work ahead of luck with the primaries
6888;ca;avui fa un any anavem a estremera a buscar al raulromeva va sortit de la preso despres de dies despres hi va haver de tornar a entrar sense cap explicacio i ja porta un total dies etvolemacasa freeromeva freeromeva seguim llibertatpresespolitiquesiexiliades ;today a year ago we were going to find out why the Raulromeva came out of prison after days after he had to return to enter without any explanation and already has a total of days. We freebird freeromeva freedoms and we are still free from pregnant women
6889;ca;avui fa un any que dues persones de pau i democrates resten empresonades injustament per un estat demofobic fa dies que estan lluny de les persones que estimen avui i cada dia exigim el vostre alliberament llibertatjordis usvolemacasa;Today a year ago two people of peace and democrats were imprisoned unjustly by a demophobic state for days that are far from the people who love today and every day we demand your liberation freedom, we use the gospel
6890;en;eric hobsbawm the marxist intellectual who altered history richard j evans s biography portrays a man who enthralled readers but remained controversial to the end via financialtimes;eric hobsbawm the marxist intellectual who altered history richard j evans s biography portrays a man who enthralled readers but remained controversial to the end via financialtimes
